"username","platform","followerCount","followerCount_区分","followingCount","followingCount_区分","engagementRate","engagementRate_区分","mediaCount","mediaCount_区分","totalScore","scoreConfidence","brandFitScore","brandFitScore_区分","riskScore","riskScore_区分","pseudoActivityScore","pseudoActivityScore_区分","engagementScore","engagementScore_区分","growthScore","growthScore_区分","scoringModel","scoredAt","fetchedAt"
"shinya_yamanakaya","INSTAGRAM","0","FACT","0","FACT","","ESTIMATED","1","FACT","26","LOW","50","ESTIMATED","60","ESTIMATED","0","UNAVAILABLE","0","UNAVAILABLE","50","UNAVAILABLE","v1.0.0","2026-03-23T08:35:17.844Z","2026-03-23T08:35:19.889Z"
